R,G,B,Lat,Lon,cluster
118.749422597707,112.841625557869,94.7518378676256,1.280626916,103.8626668,5
118.817810028372,119.843134500646,111.537105776922,1.280626916,103.8766668,3
180.019324413526,158.884526020091,136.816187967902,1.28466837,103.6176667,7
109.36474610576,95.3711273428099,85.8801707034932,1.28466837,103.6316667,2
132.299629651611,118.311726511959,91.1065214552793,1.28466837,103.6456667,4
90.9222597162281,110.103153289262,101.256513972633,1.28466837,103.6736667,3
174.889122159167,140.304582629941,112.464693542869,1.28466837,103.7156668,8
198.139145408184,153.451913005752,102.507082601905,1.28466837,103.7296668,7
132.135130239262,135.239183208972,135.155786699087,1.28466837,103.7576668,6
127.805251828587,114.29870604786,91.2551952813018,1.28466837,103.7716668,5
115.02052654533,111.322070744914,86.9268207596748,1.28466837,103.7856668,5
118.828321003277,114.24910750503,91.8799849500655,1.28466837,103.7996668,5
119.109697280805,110.94315136951,90.0293673202557,1.28466837,103.8136668,5
137.369600566817,118.811246877615,99.4433319709113,1.28466837,103.8276668,4
124.372200660307,109.770373239909,93.1606308923554,1.28466837,103.8416668,5
117.345805248959,117.297268482488,107.932791595713,1.28466837,103.8556668,3
120.154295127912,110.001875293809,90.3496708072224,1.28466837,103.8696668,5
130.865063370416,127.749821015503,114.980933406559,1.28466837,103.8836668,8
131.207723201324,137.358794161883,129.443172133236,1.288709824,103.6246667,6
137.116999496792,118.070529439263,74.2189490672845,1.288709824,103.6386667,4
150.516509480524,150.355847897663,149.205000042456,1.288709824,103.6526667,7
97.9402598613956,111.880017874823,97.574069789172,1.288709824,103.6666667,3
133.550736332459,130.928989308049,121.135565866452,1.288709824,103.6806667,8
111.8770511642,99.2473237638698,64.4068721267797,1.288709824,103.7086668,2
163.750566625693,149.652459145494,132.048301932858,1.288709824,103.7226668,7
145.093804963456,147.703135538277,147.92734841617,1.288709824,103.7506668,6
133.754834543536,113.767243499575,98.0838257562709,1.288709824,103.7646668,4
122.771741804958,112.709355282518,96.8927509742839,1.288709824,103.7786668,5
117.87245794765,118.047304336479,94.4996169489215,1.288709824,103.7926668,5
122.78229650645,112.940662526056,94.530289907776,1.288709824,103.8066668,5
132.98418817026,112.030837767778,96.6099780100139,1.288709824,103.8206668,4
131.429254900404,117.069570048193,97.0513484312364,1.288709824,103.8346668,4
124.058780623479,110.937812132162,97.7724223847828,1.288709824,103.8486668,5
122.854148752508,115.338304799457,96.1771227141333,1.288709824,103.8626668,5
116.525953388649,110.654903795859,106.538340203089,1.288709824,103.8766668,3
125.911839802036,117.834101718354,107.715008949537,1.288709824,103.8906668,3
147.398233618855,138.319871141294,133.498698137632,1.292751277,103.6176667,6
128.588046922503,125.810886055117,103.369341393801,1.292751277,103.6316667,4
126.091514722729,110.178870035496,96.1121342343443,1.292751277,103.6456667,5
126.122523918461,133.374672338151,120.584754374194,1.292751277,103.6596667,8
123.254504700706,110.44005708102,96.6749718948512,1.292751277,103.6736667,5
135.631298167738,130.787444289303,94.3739927355235,1.292751277,103.6876668,4
81.7849686187535,81.6169501922411,76.6332343430704,1.292751277,103.7016668,1
140.276570683565,116.269701991628,103.425529155445,1.292751277,103.7156668,4
136.929242761385,123.006065070607,114.334556015221,1.292751277,103.7576668,8
139.172331481215,114.997210199153,97.9758182756748,1.292751277,103.7716668,4
125.594565341009,116.33906754005,105.495722045608,1.292751277,103.7856668,4
128.55932047269,117.97613028538,102.659750437402,1.292751277,103.7996668,4
125.695365120519,112.550723078539,99.7695011482013,1.292751277,103.8136668,5
125.852273909246,114.425031444943,99.8602213185463,1.292751277,103.8276668,4
126.117286773451,112.051427680458,96.5432950738147,1.292751277,103.8416668,5
116.626721543636,112.338967159019,103.292607133226,1.292751277,103.8556668,3
114.61046699369,108.715040040453,104.509015038808,1.292751277,103.8696668,3
126.812295380293,116.349941040177,105.923610578557,1.292751277,103.8836668,4
134.189776457282,118.919111478071,101.795417444362,1.292751277,103.8976668,4
130.505200276275,130.963572568207,122.442384373619,1.296792731,103.6246667,8
125.901046278974,98.0164985498935,65.7483217519014,1.296792731,103.6386667,2
104.942593061302,92.6626834391807,86.3602123391345,1.296792731,103.6526667,2
104.48931549794,113.632096007741,110.637303894889,1.296792731,103.6666667,3
133.14566278246,123.753152082906,121.860076082271,1.296792731,103.6806667,8
94.1169026961054,108.368387168908,110.097047047345,1.296792731,103.6946668,3
108.806482690086,85.8292636987375,74.6716150519329,1.296792731,103.7086668,2
163.750566625693,149.652459145494,132.048301932858,1.296792731,103.7226668,7
135.753169537476,100.052479001068,100.010104941299,1.296792731,103.7366668,4
123.509826335471,117.68715668359,112.778047202115,1.296792731,103.7506668,3
119.650618255071,103.518477356337,91.9926392175809,1.296792731,103.7646668,5
135.583715326807,114.357346777125,98.6583619843717,1.296792731,103.7786668,4
130.694638258446,117.136862227774,105.72076597365,1.296792731,103.7926668,4
128.895195246854,115.034677180635,93.9774799795187,1.296792731,103.8066668,4
129.289558685245,110.647076689559,91.935365487769,1.296792731,103.8206668,5
126.772886721302,109.013635105603,89.4553261318021,1.296792731,103.8346668,5
124.502893216499,109.268414405041,92.5668972040341,1.296792731,103.8486668,5
122.562347610692,112.87667580991,103.683914742448,1.296792731,103.8626668,3
117.689016139235,101.00441957017,103.911573412944,1.296792731,103.8766668,3
128.279523869357,116.618991605931,102.690325803645,1.296792731,103.8906668,4
126.718609109733,114.82666691737,98.0880357382715,1.296792731,103.9046669,4
143.144906337126,135.343079596149,130.28188989437,1.300834185,103.6176667,8
142.775801901736,132.162800052025,108.737758625448,1.300834185,103.6316667,8
117.450221790914,96.4841865387407,80.0866459098228,1.300834185,103.6456667,2
131.240188234737,122.343618020966,126.406130235304,1.300834185,103.6596667,8
124.238612082865,116.628797285185,115.840394692745,1.300834185,103.6736667,3
119.502754260639,114.300064381105,105.682994781988,1.300834185,103.6876668,3
97.950012660969,97.6709078619092,86.8771540514238,1.300834185,103.7016668,2
93.3685057319399,72.2963789814751,66.4778016129846,1.300834185,103.7156668,1
135.061843027269,112.731561596355,105.672680075809,1.300834185,103.7296668,4
122.026506551724,114.839408503085,94.8313587196692,1.300834185,103.7436668,5
131.827524748998,117.631716104946,107.063981335419,1.300834185,103.7576668,4
133.110687893543,111.2615642955,96.4486656161065,1.300834185,103.7716668,4
125.070962819513,112.076605232111,100.117464287078,1.300834185,103.7856668,5
109.414220571126,105.480809989744,89.7436831179867,1.300834185,103.7996668,2
117.624317891868,110.63575756881,84.6728767353101,1.300834185,103.8136668,5
129.472590401259,108.149828214357,84.7784779929392,1.300834185,103.8276668,5
115.977051139209,101.122332523828,84.5984847368764,1.300834185,103.8416668,2
122.777658141906,111.041113354426,96.5247054252768,1.300834185,103.8556668,5
113.048864929698,101.566171390932,97.3255138182426,1.300834185,103.8696668,5
104.763413713143,98.3978285910534,84.8335687071215,1.300834185,103.8836668,2
129.909772942493,117.844691709454,96.7502607586057,1.300834185,103.8976668,4
129.373480821613,113.350686941351,97.3652352588928,1.300834185,103.9116669,4
142.997110431931,128.982761552896,115.474538724332,1.300834185,103.9256669,8
150.259563677021,138.21108280992,120.738785551382,1.304875639,103.6246667,8
121.078856990928,97.963073091263,81.7637540677526,1.304875639,103.6386667,2
121.276986879066,102.821604457485,90.6854904718804,1.304875639,103.6526667,5
114.815517100867,100.495850177705,92.2832964906077,1.304875639,103.6666667,2
133.189144258131,120.502202150218,111.600591268564,1.304875639,103.6806667,8
99.8607361402025,112.518157483238,99.8121582194281,1.304875639,103.6946668,3
118.412266738221,95.6219262055871,79.355353627802,1.304875639,103.7086668,2
123.11553357797,107.38352499667,91.7856891844845,1.304875639,103.7226668,5
130.702083459927,108.093554666868,108.315119379282,1.304875639,103.7366668,4
116.463441374145,110.07035028204,96.236790154182,1.304875639,103.7506668,5
117.72803382163,100.363330184403,88.1789146025341,1.304875639,103.7646668,2
134.332153759994,113.947176998956,98.9865448046578,1.304875639,103.7786668,4
120.961320978305,107.265335289887,89.3710425175607,1.304875639,103.7926668,5
120.672139196798,109.991402031497,85.7015525165012,1.304875639,103.8066668,5
119.566253149798,110.901753398785,82.9812527904961,1.304875639,103.8206668,5
121.387951355905,103.970764622167,84.9834950287949,1.304875639,103.8346668,5
119.912583928801,107.345147605129,91.0323680100763,1.304875639,103.8486668,5
125.265456299841,113.571329871846,96.7181941296399,1.304875639,103.8626668,5
116.464574433302,102.703823040504,94.5442246725017,1.304875639,103.8766668,5
107.93695612247,103.038654549608,88.291157206632,1.304875639,103.8906668,2
129.979751957437,108.725166225781,91.2882953952586,1.304875639,103.9046669,5
141.165838992298,124.799024057009,109.074870533411,1.304875639,103.9186669,8
142.124758002216,131.99928810865,116.442937079776,1.304875639,103.9326669,8
139.707516254392,136.261237522238,101.567383436293,1.308917092,103.6316667,8
116.313524770011,97.941980044433,84.1461026558276,1.308917092,103.6456667,2
147.941595574783,129.700401958703,108.800297587284,1.308917092,103.6596667,8
128.533201830787,105.636965736198,93.2043204315727,1.308917092,103.6736667,5
135.253327019032,110.847902124966,88.5151905411195,1.308917092,103.6876668,4
131.159232398269,121.184895467348,95.5842614016892,1.308917092,103.7016668,4
122.978523277065,112.150681723081,87.2570294726243,1.308917092,103.7156668,5
121.594746787204,108.886677872038,93.9635274044109,1.308917092,103.7296668,5
116.243115197341,111.015169686945,96.1419086395509,1.308917092,103.7436668,5
118.73021212342,104.052000244459,87.8096087024749,1.308917092,103.7576668,5
125.839398057225,112.819398682018,103.876997800509,1.308917092,103.7716668,4
121.937054477086,107.681679989522,88.9667130157575,1.308917092,103.7856668,5
121.484673613557,107.494789722082,88.244839537648,1.308917092,103.7996668,5
125.866109923146,113.83435290509,87.6735172301743,1.308917092,103.8136668,5
126.969062913346,107.708364591863,84.4372407471275,1.308917092,103.8276668,5
117.611234280008,106.918335492377,87.0249934365064,1.308917092,103.8416668,5
125.440900171214,113.143508862807,97.0592456596609,1.308917092,103.8556668,5
126.225360075047,107.531775584947,93.1844840308805,1.308917092,103.8696668,5
107.100843153712,100.386782181846,84.1442262755122,1.308917092,103.8836668,2
131.111632467386,112.055414630086,94.6852040336286,1.308917092,103.8976668,4
131.960208705513,112.085889566404,93.0641118789128,1.308917092,103.9116669,4
129.451654310382,118.239681196137,99.7657904144113,1.308917092,103.9256669,4
125.255990997236,110.380709645938,100.862500519912,1.308917092,103.9396669,5
132.338466990088,122.598124632218,113.643137294182,1.308917092,103.9536669,8
127.691824963052,120.996399329418,108.671365127707,1.308917092,103.9816669,8
140.12795168401,131.895694398186,120.398456377974,1.308917092,103.9956669,8
142.341648218529,141.633484999557,115.444373527404,1.312958546,103.6246667,8
130.164524281943,117.756862396115,114.527319087929,1.312958546,103.6386667,8
130.408309121591,110.415581219781,94.4676971014296,1.312958546,103.6526667,4
122.556806313014,106.829997454255,92.4479213100786,1.312958546,103.6666667,5
127.923876700167,113.117342399107,98.9477581803248,1.312958546,103.6806667,4
118.217439338863,100.822466747807,72.0166793490861,1.312958546,103.6946668,2
104.52004354105,107.455752820583,70.7466349449059,1.312958546,103.7086668,2
120.69254646703,108.937991038333,92.4003324145713,1.312958546,103.7226668,5
129.727323715214,123.923226763305,102.540512846483,1.312958546,103.7366668,4
117.211668687687,107.967953275415,92.3789333345707,1.312958546,103.7506668,5
113.469291223397,97.7531949778373,83.3818007110059,1.312958546,103.7646668,2
127.796964203483,117.446607867521,100.139840916547,1.312958546,103.7786668,4
118.746102743944,103.89585373917,88.6000701261349,1.312958546,103.7926668,5
124.500487265993,106.413577127646,88.0094114592454,1.312958546,103.8066668,5
124.127570044419,113.613112172009,87.026578951746,1.312958546,103.8206668,5
122.374092427366,105.500379869819,84.2558986778094,1.312958546,103.8346668,5
131.940101171736,113.119310021443,93.892802628561,1.312958546,103.8486668,4
111.279681401438,98.1216433565763,83.6818892581324,1.312958546,103.8626668,2
118.894229170483,108.500878814298,95.2011355074024,1.312958546,103.8766668,5
127.164801503482,110.922418816124,93.0455126405964,1.312958546,103.8906668,5
130.663926252706,109.813521323931,90.9654114735382,1.312958546,103.9046669,5
132.545393804145,112.270086030846,92.4414341531517,1.312958546,103.9186669,4
122.935611099022,110.364527445076,92.7759195374127,1.312958546,103.9326669,5
120.858346526508,106.04948799386,101.109000067993,1.312958546,103.9466669,5
127.273009817591,116.052488764486,101.87062549834,1.312958546,103.9606669,4
130.181416206504,121.78689371765,108.892629501282,1.312958546,103.9746669,8
108.919253138996,92.6980212572669,87.825847520517,1.312958546,103.9886669,2
132.760812188095,126.043206494733,112.579640595376,1.312958546,104.0026669,8
135.412407818624,128.023807554393,124.020966318494,1.312958546,104.0166669,8
144.352380229561,139.958483134614,137.835812687537,1.312958546,104.0306669,6
138.826177086413,134.163147080402,115.709950356662,1.317,103.6316667,8
129.270770682165,120.586132432296,120.206773507172,1.317,103.6456667,8
131.62153112275,123.548207206827,93.8359215062293,1.317,103.6596667,4
116.661865539912,117.389534177125,114.318426685292,1.317,103.6736667,3
119.039954724035,113.546245258803,87.9188425185136,1.317,103.6876668,5
105.627887476249,107.798127262708,72.0270800382909,1.317,103.7016668,2
119.305395698243,116.757250659116,86.356514984585,1.317,103.7156668,5
117.485844160239,108.453898387452,96.256589751883,1.317,103.7296668,5
122.516950796266,110.974779723772,93.1950690757035,1.317,103.7436668,5
116.642007441469,102.550508296546,86.3962193763957,1.317,103.7716668,2
128.926474922466,115.156946312669,84.5885291682889,1.317,103.7856668,5
126.475122122234,109.456920152446,93.0567926357778,1.317,103.7996668,5
122.150240354609,112.719522862443,85.8604965961501,1.317,103.8136668,5
129.279651401151,105.812669393434,86.8182709414934,1.317,103.8276668,5
122.430534537621,111.364900676798,93.7782640453587,1.317,103.8416668,5
109.977375224053,96.4409632633518,81.7778449445842,1.317,103.8556668,2
140.830607092641,112.309902459809,94.4081624333311,1.317,103.8696668,4
128.797072496012,112.923490328102,95.0389623153792,1.317,103.8836668,4
129.460743637598,110.169045881997,93.5087602225883,1.317,103.8976668,5
137.574076538103,114.949672522188,94.3849469261114,1.317,103.9116669,4
128.65322359399,112.484047552487,90.8085774063,1.317,103.9256669,5
124.754165454858,107.124564847353,97.2405045867246,1.317,103.9396669,5
127.942822670424,113.327211886346,100.297161770359,1.317,103.9536669,4
132.216213317629,118.594342536827,103.019812002124,1.317,103.9676669,4
104.720517916534,90.8123123497446,88.3715057572494,1.317,103.9816669,2
108.409534202402,92.2325675517928,87.5812982959572,1.317,103.9956669,2
125.30510548086,123.133719950648,120.475512715342,1.317,104.0096669,8
128.672561749223,124.950012314391,121.555129435542,1.317,104.0236669,8
122.504125940908,94.1946806972703,77.4892962966666,1.317,104.0376669,2
139.988490256656,144.927265248501,121.255269589715,1.321041454,103.6246667,8
129.32662411548,122.752085180583,108.558120641444,1.321041454,103.6386667,8
131.740062268572,122.484263951578,112.807912093922,1.321041454,103.6526667,8
114.782784278057,115.715859878984,107.087607840809,1.321041454,103.6666667,3
115.903234390682,105.353465516235,87.8653410624368,1.321041454,103.6806667,2
